I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcublas.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcudnn.so.5 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcufft.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcurand.so.8.0 locally
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE3 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:910] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
I tensorflow/core/common_runtime/gpu/gpu_device.cc:885] Found device 0 with properties: 
name: GeForce GTX 750 Ti
major: 5 minor: 0 memoryClockRate (GHz) 1.0845
pciBusID 0000:01:00.0
Total memory: 1.95GiB
Free memory: 1.85GiB
2017-03-27 21:52:01.630624: Step 40660: Cross entropy = 0.314295
2017-03-27 21:52:01.748001: Step 40660: Validation accuracy = 88.0% (N=100)
2017-03-27 21:52:02.824266: Step 40670: Train accuracy = 91.0%
2017-03-27 21:52:02.824305: Step 40670: Cross entropy = 0.275762
2017-03-27 21:52:02.917992: Step 40670: Validation accuracy = 89.0% (N=100)
2017-03-27 21:52:04.006510: Step 40680: Train accuracy = 95.0%
2017-03-27 21:52:04.006550: Step 40680: Cross entropy = 0.251170
2017-03-27 21:52:04.114331: Step 40680: Validation accuracy = 94.0% (N=100)
2017-03-27 21:52:05.219107: Step 40690: Train accuracy = 92.0%
2017-03-27 21:52:05.219148: Step 40690: Cross entropy = 0.278354
2017-03-27 21:52:05.334206: Step 40690: Validation accuracy = 86.0% (N=100)
2017-03-27 21:52:06.445173: Step 40700: Train accuracy = 96.0%
2017-03-27 21:52:06.445220: Step 40700: Cross entropy = 0.204631
2017-03-27 21:52:06.559141: Step 40700: Validation accuracy = 86.0% (N=100)
2017-03-27 21:52:07.645360: Step 40710: Train accuracy = 95.0%
2017-03-27 21:52:07.645402: Step 40710: Cross entropy = 0.196106
2017-03-27 21:52:07.752251: Step 40710: Validation accuracy = 88.0% (N=100)
2017-03-27 21:52:08.836540: Step 40720: Train accuracy = 92.0%
2017-03-27 21:52:08.836584: Step 40720: Cross entropy = 0.255832
2017-03-27 21:52:08.924905: Step 40720: Validation accuracy = 90.0% (N=100)
2017-03-27 21:52:10.007301: Step 40730: Train accuracy = 96.0%
2017-03-27 21:52:10.007351: Step 40730: Cross entropy = 0.193395
2017-03-27 21:52:10.122194: Step 40730: Validation accuracy = 88.0% (N=100)
2017-03-27 21:52:11.272364: Step 40740: Train accuracy = 97.0%
2017-03-27 21:52:11.272404: Step 40740: Cross entropy = 0.226895
2017-03-27 21:52:11.387194: Step 40740: Validation accuracy = 86.0% (N=100)
2017-03-27 21:52:12.496129: Step 40750: Train accuracy = 93.0%
2017-03-27 21:52:12.496172: Step 40750: Cross entropy = 0.290224
2017-03-27 21:52:12.609639: Step 40750: Validation accuracy = 91.0% (N=100)
2017-03-27 21:52:13.690999: Step 40760: Train accuracy = 95.0%
2017-03-27 21:52:13.691047: Step 40760: Cross entropy = 0.226197
2017-03-27 21:52:13.801774: Step 40760: Validation accuracy = 88.0% (N=100)
2017-03-27 21:52:14.917604: Step 40770: Train accuracy = 91.0%
2017-03-27 21:52:14.917646: Step 40770: Cross entropy = 0.261087
2017-03-27 21:52:15.024065: Step 40770: Validation accuracy = 88.0% (N=100)
2017-03-27 21:52:16.102870: Step 40780: Train accuracy = 92.0%
2017-03-27 21:52:16.102911: Step 40780: Cross entropy = 0.271906
2017-03-27 21:52:16.220576: Step 40780: Validation accuracy = 84.0% (N=100)
2017-03-27 21:52:17.349280: Step 40790: Train accuracy = 89.0%
2017-03-27 21:52:17.349322: Step 40790: Cross entropy = 0.277344
2017-03-27 21:52:17.460676: Step 40790: Validation accuracy = 89.0% (N=100)
2017-03-27 21:52:18.538897: Step 40800: Train accuracy = 95.0%
2017-03-27 21:52:18.538936: Step 40800: Cross entropy = 0.249077
2017-03-27 21:52:18.650504: Step 40800: Validation accuracy = 89.0% (N=100)
2017-03-27 21:52:19.752715: Step 40810: Train accuracy = 95.0%
2017-03-27 21:52:19.752760: Step 40810: Cross entropy = 0.199306
2017-03-27 21:52:19.861224: Step 40810: Validation accuracy = 85.0% (N=100)
2017-03-27 21:52:20.927600: Step 40820: Train accuracy = 93.0%
2017-03-27 21:52:20.927642: Step 40820: Cross entropy = 0.221961
2017-03-27 21:52:21.036887: Step 40820: Validation accuracy = 89.0% (N=100)
2017-03-27 21:52:21.945710: Step 40830: Train accuracy = 90.0%
2017-03-27 21:52:21.945751: Step 40830: Cross entropy = 0.299923
2017-03-27 21:52:22.056540: Step 40830: Validation accuracy = 87.0% (N=100)
2017-03-27 21:52:23.162111: Step 40840: Train accuracy = 96.0%
2017-03-27 21:52:23.162154: Step 40840: Cross entropy = 0.193956
2017-03-27 21:52:23.273042: Step 40840: Validation accuracy = 86.0% (N=100)
2017-03-27 21:52:24.387067: Step 40850: Train accuracy = 91.0%
2017-03-27 21:52:24.387116: Step 40850: Cross entropy = 0.350749
2017-03-27 21:52:24.500647: Step 40850: Validation accuracy = 90.0% (N=100)
2017-03-27 21:52:25.601363: Step 40860: Train accuracy = 95.0%
2017-03-27 21:52:25.601405: Step 40860: Cross entropy = 0.249440
2017-03-27 21:52:25.709624: Step 40860: Validation accuracy = 84.0% (N=100)
2017-03-27 21:52:26.818334: Step 40870: Train accuracy = 96.0%
2017-03-27 21:52:26.818375: Step 40870: Cross entropy = 0.191998
2017-03-27 21:52:26.936289: Step 40870: Validation accuracy = 89.0% (N=100)
2017-03-27 21:52:28.013464: Step 40880: Train accuracy = 93.0%
2017-03-27 21:52:28.013508: Step 40880: Cross entropy = 0.237728
2017-03-27 21:52:28.133750: Step 40880: Validation accuracy = 87.0% (N=100)
2017-03-27 21:52:29.237738: Step 40890: Train accuracy = 94.0%
2017-03-27 21:52:29.237782: Step 40890: Cross entropy = 0.222781
2017-03-27 21:52:29.352479: Step 40890: Validation accuracy = 85.0% (N=100)
2017-03-27 21:52:30.365218: Step 40900: Train accuracy = 96.0%
2017-03-27 21:52:30.365268: Step 40900: Cross entropy = 0.206235
2017-03-27 21:52:30.479653: Step 40900: Validation accuracy = 80.0% (N=100)
2017-03-27 21:52:31.574250: Step 40910: Train accuracy = 96.0%
2017-03-27 21:52:31.574289: Step 40910: Cross entropy = 0.210094
2017-03-27 21:52:31.688182: Step 40910: Validation accuracy = 85.0% (N=100)
2017-03-27 21:52:32.796040: Step 40920: Train accuracy = 94.0%
2017-03-27 21:52:32.796080: Step 40920: Cross entropy = 0.190228
2017-03-27 21:52:32.907353: Step 40920: Validation accuracy = 83.0% (N=100)
2017-03-27 21:52:33.929695: Step 40930: Train accuracy = 95.0%
2017-03-27 21:52:33.929739: Step 40930: Cross entropy = 0.214662
2017-03-27 21:52:34.043804: Step 40930: Validation accuracy = 92.0% (N=100)
2017-03-27 21:52:35.190648: Step 40940: Train accuracy = 97.0%
2017-03-27 21:52:35.190697: Step 40940: Cross entropy = 0.208811
2017-03-27 21:52:35.309568: Step 40940: Validation accuracy = 87.0% (N=100)
2017-03-27 21:52:36.450701: Step 40950: Train accuracy = 92.0%
2017-03-27 21:52:36.450744: Step 40950: Cross entropy = 0.296126
2017-03-27 21:52:36.574801: Step 40950: Validation accuracy = 91.0% (N=100)
2017-03-27 21:52:37.720109: Step 40960: Train accuracy = 92.0%
2017-03-27 21:52:37.720151: Step 40960: Cross entropy = 0.253944
2017-03-27 21:52:37.829946: Step 40960: Validation accuracy = 90.0% (N=100)
2017-03-27 21:52:38.981775: Step 40970: Train accuracy = 95.0%
2017-03-27 21:52:38.981817: Step 40970: Cross entropy = 0.212575
2017-03-27 21:52:39.100931: Step 40970: Validation accuracy = 81.0% (N=100)
2017-03-27 21:52:40.085046: Step 40980: Train accuracy = 94.0%
2017-03-27 21:52:40.085087: Step 40980: Cross entropy = 0.251885
2017-03-27 21:52:40.192835: Step 40980: Validation accuracy = 85.0% (N=100)
2017-03-27 21:52:41.320688: Step 40990: Train accuracy = 95.0%
2017-03-27 21:52:41.320731: Step 40990: Cross entropy = 0.230608
2017-03-27 21:52:41.435487: Step 40990: Validation accuracy = 84.0% (N=100)
2017-03-27 21:52:42.553411: Step 41000: Train accuracy = 93.0%
2017-03-27 21:52:42.553454: Step 41000: Cross entropy = 0.244175
2017-03-27 21:52:42.674599: Step 41000: Validation accuracy = 84.0% (N=100)
2017-03-27 21:52:43.832581: Step 41010: Train accuracy = 94.0%
2017-03-27 21:52:43.832626: Step 41010: Cross entropy = 0.197131
2017-03-27 21:52:43.957129: Step 41010: Validation accuracy = 87.0% (N=100)
2017-03-27 21:52:45.185591: Step 41020: Train accuracy = 94.0%
2017-03-27 21:52:45.185634: Step 41020: Cross entropy = 0.192238
2017-03-27 21:52:45.311670: Step 41020: Validation accuracy = 87.0% (N=100)
2017-03-27 21:52:46.529947: Step 41030: Train accuracy = 94.0%
2017-03-27 21:52:46.529989: Step 41030: Cross entropy = 0.282987
2017-03-27 21:52:46.660681: Step 41030: Validation accuracy = 90.0% (N=100)
2017-03-27 21:52:47.859538: Step 41040: Train accuracy = 95.0%
2017-03-27 21:52:47.859582: Step 41040: Cross entropy = 0.229383
2017-03-27 21:52:47.970575: Step 41040: Validation accuracy = 85.0% (N=100)
2017-03-27 21:52:49.217447: Step 41050: Train accuracy = 95.0%
2017-03-27 21:52:49.217490: Step 41050: Cross entropy = 0.256659
2017-03-27 21:52:49.342425: Step 41050: Validation accuracy = 87.0% (N=100)
2017-03-27 21:52:50.433777: Step 41060: Train accuracy = 90.0%
2017-03-27 21:52:50.433817: Step 41060: Cross entropy = 0.290371
2017-03-27 21:52:50.549095: Step 41060: Validation accuracy = 86.0% (N=100)
2017-03-27 21:52:51.669102: Step 41070: Train accuracy = 97.0%
2017-03-27 21:52:51.669143: Step 41070: Cross entropy = 0.223144
2017-03-27 21:52:51.776277: Step 41070: Validation accuracy = 90.0% (N=100)
2017-03-27 21:52:52.796322: Step 41080: Train accuracy = 98.0%
2017-03-27 21:52:52.796367: Step 41080: Cross entropy = 0.172778
2017-03-27 21:52:52.905324: Step 41080: Validation accuracy = 92.0% (N=100)
2017-03-27 21:52:53.997085: Step 41090: Train accuracy = 94.0%
2017-03-27 21:52:53.997124: Step 41090: Cross entropy = 0.231250
2017-03-27 21:52:54.082575: Step 41090: Validation accuracy = 82.0% (N=100)
2017-03-27 21:52:55.154940: Step 41100: Train accuracy = 94.0%
2017-03-27 21:52:55.154983: Step 41100: Cross entropy = 0.191919
2017-03-27 21:52:55.270262: Step 41100: Validation accuracy = 89.0% (N=100)
2017-03-27 21:52:56.400451: Step 41110: Train accuracy = 92.0%
2017-03-27 21:52:56.400493: Step 41110: Cross entropy = 0.307100
2017-03-27 21:52:56.516538: Step 41110: Validation accuracy = 83.0% (N=100)
2017-03-27 21:52:57.605991: Step 41120: Train accuracy = 93.0%
2017-03-27 21:52:57.606032: Step 41120: Cross entropy = 0.259213
2017-03-27 21:52:57.719462: Step 41120: Validation accuracy = 90.0% (N=100)
2017-03-27 21:52:58.670987: Step 41130: Train accuracy = 90.0%
2017-03-27 21:52:58.671026: Step 41130: Cross entropy = 0.285232
2017-03-27 21:52:58.759381: Step 41130: Validation accuracy = 89.0% (N=100)
2017-03-27 21:52:59.753064: Step 41140: Train accuracy = 97.0%
2017-03-27 21:52:59.753107: Step 41140: Cross entropy = 0.180849
2017-03-27 21:52:59.871708: Step 41140: Validation accuracy = 84.0% (N=100)
2017-03-27 21:53:01.055531: Step 41150: Train accuracy = 96.0%
2017-03-27 21:53:01.055572: Step 41150: Cross entropy = 0.239854
2017-03-27 21:53:01.164800: Step 41150: Validation accuracy = 83.0% (N=100)
2017-03-27 21:53:02.261549: Step 41160: Train accuracy = 92.0%
2017-03-27 21:53:02.261592: Step 41160: Cross entropy = 0.259739
2017-03-27 21:53:02.378165: Step 41160: Validation accuracy = 93.0% (N=100)
2017-03-27 21:53:03.528393: Step 41170: Train accuracy = 94.0%
2017-03-27 21:53:03.528445: Step 41170: Cross entropy = 0.211178
2017-03-27 21:53:03.658154: Step 41170: Validation accuracy = 88.0% (N=100)
2017-03-27 21:53:04.688202: Step 41180: Train accuracy = 95.0%
2017-03-27 21:53:04.688280: Step 41180: Cross entropy = 0.218387
2017-03-27 21:53:04.818964: Step 41180: Validation accuracy = 91.0% (N=100)
2017-03-27 21:53:06.004902: Step 41190: Train accuracy = 94.0%
2017-03-27 21:53:06.004943: Step 41190: Cross entropy = 0.290370
2017-03-27 21:53:06.127983: Step 41190: Validation accuracy = 83.0% (N=100)
2017-03-27 21:53:07.310503: Step 41200: Train accuracy = 92.0%
2017-03-27 21:53:07.310546: Step 41200: Cross entropy = 0.250922
2017-03-27 21:53:07.433785: Step 41200: Validation accuracy = 88.0% (N=100)
2017-03-27 21:53:08.654807: Step 41210: Train accuracy = 90.0%
2017-03-27 21:53:08.654848: Step 41210: Cross entropy = 0.264042
2017-03-27 21:53:08.782554: Step 41210: Validation accuracy = 89.0% (N=100)
2017-03-27 21:53:09.950754: Step 41220: Train accuracy = 97.0%
2017-03-27 21:53:09.950797: Step 41220: Cross entropy = 0.212222
2017-03-27 21:53:10.060656: Step 41220: Validation accuracy = 87.0% (N=100)
2017-03-27 21:53:11.253437: Step 41230: Train accuracy = 94.0%
2017-03-27 21:53:11.253474: Step 41230: Cross entropy = 0.253245
2017-03-27 21:53:11.357082: Step 41230: Validation accuracy = 88.0% (N=100)
2017-03-27 21:53:12.432353: Step 41240: Train accuracy = 93.0%
2017-03-27 21:53:12.432408: Step 41240: Cross entropy = 0.290771
2017-03-27 21:53:12.548054: Step 41240: Validation accuracy = 83.0% (N=100)
2017-03-27 21:53:13.746142: Step 41250: Train accuracy = 94.0%
2017-03-27 21:53:13.746183: Step 41250: Cross entropy = 0.242405
2017-03-27 21:53:13.869282: Step 41250: Validation accuracy = 90.0% (N=100)
2017-03-27 21:53:15.091798: Step 41260: Train accuracy = 95.0%
2017-03-27 21:53:15.091841: Step 41260: Cross entropy = 0.215473
2017-03-27 21:53:15.214143: Step 41260: Validation accuracy = 84.0% (N=100)
2017-03-27 21:53:16.441673: Step 41270: Train accuracy = 96.0%
2017-03-27 21:53:16.441710: Step 41270: Cross entropy = 0.211317
2017-03-27 21:53:16.530826: Step 41270: Validation accuracy = 88.0% (N=100)
2017-03-27 21:53:17.626514: Step 41280: Train accuracy = 97.0%
2017-03-27 21:53:17.626557: Step 41280: Cross entropy = 0.260830
2017-03-27 21:53:17.754280: Step 41280: Validation accuracy = 94.0% (N=100)
2017-03-27 21:53:18.917060: Step 41290: Train accuracy = 96.0%
2017-03-27 21:53:18.917100: Step 41290: Cross entropy = 0.194739
2017-03-27 21:53:19.040771: Step 41290: Validation accuracy = 86.0% (N=100)
2017-03-27 21:53:20.168622: Step 41300: Train accuracy = 94.0%
2017-03-27 21:53:20.168685: Step 41300: Cross entropy = 0.285949
2017-03-27 21:53:20.291133: Step 41300: Validation accuracy = 82.0% (N=100)
2017-03-27 21:53:21.404450: Step 41310: Train accuracy = 88.0%
2017-03-27 21:53:21.404497: Step 41310: Cross entropy = 0.283434
2017-03-27 21:53:21.522254: Step 41310: Validation accuracy = 88.0% (N=100)
2017-03-27 21:53:22.609112: Step 41320: Train accuracy = 95.0%
2017-03-27 21:53:22.609146: Step 41320: Cross entropy = 0.239310
2017-03-27 21:53:22.697851: Step 41320: Validation accuracy = 91.0% (N=100)
2017-03-27 21:53:23.824729: Step 41330: Train accuracy = 94.0%
2017-03-27 21:53:23.824772: Step 41330: Cross entropy = 0.228730
2017-03-27 21:53:23.930307: Step 41330: Validation accuracy = 85.0% (N=100)
2017-03-27 21:53:25.089269: Step 41340: Train accuracy = 92.0%
2017-03-27 21:53:25.089315: Step 41340: Cross entropy = 0.236395
2017-03-27 21:53:25.205830: Step 41340: Validation accuracy = 83.0% (N=100)
2017-03-27 21:53:26.290817: Step 41350: Train accuracy = 99.0%
2017-03-27 21:53:26.290858: Step 41350: Cross entropy = 0.160953
2017-03-27 21:53:26.405500: Step 41350: Validation accuracy = 84.0% (N=100)
2017-03-27 21:53:27.555831: Step 41360: Train accuracy = 91.0%
2017-03-27 21:53:27.555873: Step 41360: Cross entropy = 0.251001
2017-03-27 21:53:27.668488: Step 41360: Validation accuracy = 91.0% (N=100)
2017-03-27 21:53:28.770279: Step 41370: Train accuracy = 92.0%
2017-03-27 21:53:28.770317: Step 41370: Cross entropy = 0.256933
2017-03-27 21:53:28.865608: Step 41370: Validation accuracy = 83.0% (N=100)
2017-03-27 21:53:29.892187: Step 41380: Train accuracy = 92.0%
2017-03-27 21:53:29.892229: Step 41380: Cross entropy = 0.277097
2017-03-27 21:53:30.006788: Step 41380: Validation accuracy = 89.0% (N=100)
2017-03-27 21:53:31.094383: Step 41390: Train accuracy = 92.0%
2017-03-27 21:53:31.094423: Step 41390: Cross entropy = 0.263712
2017-03-27 21:53:31.205933: Step 41390: Validation accuracy = 84.0% (N=100)
2017-03-27 21:53:32.306630: Step 41400: Train accuracy = 96.0%
2017-03-27 21:53:32.306671: Step 41400: Cross entropy = 0.208122
2017-03-27 21:53:32.423406: Step 41400: Validation accuracy = 88.0% (N=100)
2017-03-27 21:53:33.558235: Step 41410: Train accuracy = 94.0%
2017-03-27 21:53:33.558278: Step 41410: Cross entropy = 0.270013
2017-03-27 21:53:33.671369: Step 41410: Validation accuracy = 91.0% (N=100)
2017-03-27 21:53:34.757757: Step 41420: Train accuracy = 92.0%
2017-03-27 21:53:34.757800: Step 41420: Cross entropy = 0.261442
2017-03-27 21:53:34.869823: Step 41420: Validation accuracy = 91.0% (N=100)
2017-03-27 21:53:35.883406: Step 41430: Train accuracy = 94.0%
2017-03-27 21:53:35.883448: Step 41430: Cross entropy = 0.267595
2017-03-27 21:53:36.013349: Step 41430: Validation accuracy = 85.0% (N=100)
2017-03-27 21:53:37.145269: Step 41440: Train accuracy = 95.0%
2017-03-27 21:53:37.145309: Step 41440: Cross entropy = 0.251423
2017-03-27 21:53:37.270434: Step 41440: Validation accuracy = 81.0% (N=100)
2017-03-27 21:53:38.382780: Step 41450: Train accuracy = 97.0%
2017-03-27 21:53:38.382821: Step 41450: Cross entropy = 0.187353
2017-03-27 21:53:38.491776: Step 41450: Validation accuracy = 88.0% (N=100)
2017-03-27 21:53:39.590607: Step 41460: Train accuracy = 96.0%
2017-03-27 21:53:39.590656: Step 41460: Cross entropy = 0.228849
2017-03-27 21:53:39.704269: Step 41460: Validation accuracy = 91.0% (N=100)
2017-03-27 21:53:40.812754: Step 41470: Train accuracy = 91.0%
2017-03-27 21:53:40.812798: Step 41470: Cross entropy = 0.285418
2017-03-27 21:53:40.916463: Step 41470: Validation accuracy = 85.0% (N=100)
2017-03-27 21:53:41.959281: Step 41480: Train accuracy = 94.0%
2017-03-27 21:53:41.959327: Step 41480: Cross entropy = 0.213594
2017-03-27 21:53:42.068221: Step 41480: Validation accuracy = 81.0% (N=100)
2017-03-27 21:53:43.167939: Step 41490: Train accuracy = 94.0%
2017-03-27 21:53:43.167982: Step 41490: Cross entropy = 0.221655
2017-03-27 21:53:43.280629: Step 41490: Validation accuracy = 80.0% (N=100)
2017-03-27 21:53:44.368216: Step 41500: Train accuracy = 91.0%
2017-03-27 21:53:44.368257: Step 41500: Cross entropy = 0.302355
2017-03-27 21:53:44.476512: Step 41500: Validation accuracy = 85.0% (N=100)
2017-03-27 21:53:45.558212: Step 41510: Train accuracy = 94.0%
2017-03-27 21:53:45.558255: Step 41510: Cross entropy = 0.205503
2017-03-27 21:53:45.680284: Step 41510: Validation accuracy = 86.0% (N=100)
2017-03-27 21:53:46.855890: Step 41520: Train accuracy = 97.0%
2017-03-27 21:53:46.855934: Step 41520: Cross entropy = 0.205897
2017-03-27 21:53:46.958149: Step 41520: Validation accuracy = 91.0% (N=100)
2017-03-27 21:53:47.999713: Step 41530: Train accuracy = 91.0%
2017-03-27 21:53:47.999756: Step 41530: Cross entropy = 0.316436
2017-03-27 21:53:48.116489: Step 41530: Validation accuracy = 92.0% (N=100)
2017-03-27 21:53:49.323440: Step 41540: Train accuracy = 94.0%
2017-03-27 21:53:49.323482: Step 41540: Cross entropy = 0.277342
2017-03-27 21:53:49.449421: Step 41540: Validation accuracy = 85.0% (N=100)
2017-03-27 21:53:50.703494: Step 41550: Train accuracy = 97.0%
2017-03-27 21:53:50.703537: Step 41550: Cross entropy = 0.225278
2017-03-27 21:53:50.817574: Step 41550: Validation accuracy = 85.0% (N=100)
2017-03-27 21:53:52.004243: Step 41560: Train accuracy = 95.0%
2017-03-27 21:53:52.004288: Step 41560: Cross entropy = 0.205763
2017-03-27 21:53:52.131780: Step 41560: Validation accuracy = 83.0% (N=100)
2017-03-27 21:53:53.359323: Step 41570: Train accuracy = 89.0%
2017-03-27 21:53:53.359365: Step 41570: Cross entropy = 0.301640
2017-03-27 21:53:53.482640: Step 41570: Validation accuracy = 88.0% (N=100)
2017-03-27 21:53:54.496976: Step 41580: Train accuracy = 94.0%
2017-03-27 21:53:54.497019: Step 41580: Cross entropy = 0.232454
2017-03-27 21:53:54.612370: Step 41580: Validation accuracy = 93.0% (N=100)
2017-03-27 21:53:55.720241: Step 41590: Train accuracy = 95.0%
2017-03-27 21:53:55.720284: Step 41590: Cross entropy = 0.241199
2017-03-27 21:53:55.826982: Step 41590: Validation accuracy = 91.0% (N=100)
2017-03-27 21:53:56.936935: Step 41600: Train accuracy = 93.0%
2017-03-27 21:53:56.936980: Step 41600: Cross entropy = 0.269356
2017-03-27 21:53:57.048773: Step 41600: Validation accuracy = 87.0% (N=100)
2017-03-27 21:53:58.237938: Step 41610: Train accuracy = 98.0%
2017-03-27 21:53:58.237981: Step 41610: Cross entropy = 0.169275
2017-03-27 21:53:58.351209: Step 41610: Validation accuracy = 88.0% (N=100)
2017-03-27 21:53:59.476085: Step 41620: Train accuracy = 92.0%
2017-03-27 21:53:59.476122: Step 41620: Cross entropy = 0.286419
2017-03-27 21:53:59.563895: Step 41620: Validation accuracy = 87.0% (N=100)
2017-03-27 21:54:00.696200: Step 41630: Train accuracy = 94.0%
2017-03-27 21:54:00.696252: Step 41630: Cross entropy = 0.271486
2017-03-27 21:54:00.811897: Step 41630: Validation accuracy = 84.0% (N=100)
2017-03-27 21:54:01.866270: Step 41640: Train accuracy = 97.0%
2017-03-27 21:54:01.866307: Step 41640: Cross entropy = 0.217121
2017-03-27 21:54:01.984379: Step 41640: Validation accuracy = 92.0% (N=100)
2017-03-27 21:54:03.152068: Step 41650: Train accuracy = 91.0%
2017-03-27 21:54:03.152110: Step 41650: Cross entropy = 0.324031
2017-03-27 21:54:03.263652: Step 41650: Validation accuracy = 89.0% (N=100)
2017-03-27 21:54:04.427190: Step 41660: Train accuracy = 93.0%
2017-03-27 21:54:04.427231: Step 41660: Cross entropy = 0.282868
2017-03-27 21:54:04.550654: Step 41660: Validation accuracy = 91.0% (N=100)
2017-03-27 21:54:05.741914: Step 41670: Train accuracy = 94.0%
2017-03-27 21:54:05.741953: Step 41670: Cross entropy = 0.252436
2017-03-27 21:54:05.834781: Step 41670: Validation accuracy = 83.0% (N=100)
2017-03-27 21:54:07.064582: Step 41680: Train accuracy = 90.0%
2017-03-27 21:54:07.064626: Step 41680: Cross entropy = 0.309176
2017-03-27 21:54:07.195920: Step 41680: Validation accuracy = 91.0% (N=100)
